TimeGenerated,EventID,Username,Domain,LogonID
2018-11-29 19:41:32,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:41:32,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:41:33,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:41:34,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:41:34,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:41:34,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:41:35,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:41:43,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:41:43,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:41:54,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:41:57,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:43:34,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:43:35,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:43:36,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:43:38,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:43:58,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:43:58,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:44:44,4672,SANSDFIR,SANS-SIFT,0x94db1
2018-11-29 19:44:44,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:44:44,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:44:45,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:44:46,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:44:47,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:45:18,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:45:25,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:46:18,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:49:04,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:49:04,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:49:07,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:49:07,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:49:07,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:49:38,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:49:39,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:51:39,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:51:39,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:51:40,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:53:38,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 19:56:58,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 20:01:50,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 20:01:50,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 20:02:01,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 20:03:38,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 21:00:08,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 21:22:50,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 21:23:29,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 21:44:45,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 21:44:45,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 21:45:15,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 21:45:15,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 21:45:17,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 21:45:26,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 21:45:38,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 21:45:44,4672,SANSDFIR,SANS-SIFT,0x2b5d9e
2018-11-29 21:45:58,4672,SANSDFIR,SANS-SIFT,0x2b68f0
2018-11-29 21:46:05,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 21:46:05,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 21:46:07,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 21:47:48,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 21:47:48,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 21:59:57,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 21:59:57,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 22:00:08,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 22:05:01,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 22:20:18,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 23:01:08,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 23:04:36,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 23:04:36,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 23:04:36,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-29 23:41:02,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 00:45:18,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 01:41:07,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 03:46:17,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 05:07:26,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 05:07:27,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 05:08:11,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 05:08:13,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 05:16:59,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 05:17:00,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 05:17:11,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 05:18:26,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 05:24:20,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 05:32:12,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 05:32:12,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 05:41:44,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 06:06:41,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 06:06:42,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 06:09:39,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 06:46:35,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 06:49:59,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:15,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:15,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:16,4672,NETWORK SERVICE,NT AUTHORITY,0x3e4
2018-11-30 10:41:16,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:17,4672,DWM-1,Window Manager,0x15b4f
2018-11-30 10:41:17,4672,DWM-1,Window Manager,0x15b74
2018-11-30 10:41:17,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:17,4672,LOCAL SERVICE,NT AUTHORITY,0x3e5
2018-11-30 10:41:17,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:18,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:18,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:18,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:18,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:18,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:19,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:19,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:19,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:19,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:20,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:20,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:20,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:20,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:20,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:21,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:21,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:21,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:23,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:23,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:27,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 10:41:27,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:27,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:27,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:28,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:28,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:28,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:28,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:29,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:30,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:31,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:31,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:31,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:32,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:37,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:37,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:37,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:38,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:42,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:42,4672,SANSDFIR,SANS-SIFT,0x98d6c
2018-11-30 15:41:44,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:46,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:50,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:53,4672,SANSDFIR,SANS-SIFT,0xc9bd9
2018-11-30 15:41:54,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:41:54,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:42:03,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:42:06,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:42:15,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:42:28,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:42:32,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:42:32,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:43:27,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:43:56,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:43:56,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:44:12,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:44:29,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:48:37,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:48:38,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:52:04,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:52:38,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:52:39,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:52:41,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:52:48,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 15:52:56,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 16:02:04,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 16:25:13,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 16:53:52,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 17:06:30,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 17:41:44,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 17:41:44,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 20:27:36,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 20:28:09,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 20:33:55,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 21:45:26,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 21:48:25,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 23:00:50,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 23:05:38,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 23:05:38,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 23:05:42,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-11-30 23:37:19,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 00:27:21,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 02:37:16,4672,SANSDFIR,SANS-SIFT,0x93666a
2018-12-01 02:45:40,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 03:49:01,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 04:33:09,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 04:43:50,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 04:58:33,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 05:03:17,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 05:18:48,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 05:21:59,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 05:31:30,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 05:52:42,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 05:52:44,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 05:54:16,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 06:25:35,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 06:40:50,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 06:41:14,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 06:58:08,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 06:58:10,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:26,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:26,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:26,4672,NETWORK SERVICE,NT AUTHORITY,0x3e4
2018-12-01 10:26:26,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:26,4672,DWM-1,Window Manager,0x129f5
2018-12-01 10:26:26,4672,DWM-1,Window Manager,0x12a9b
2018-12-01 10:26:26,4672,LOCAL SERVICE,NT AUTHORITY,0x3e5
2018-12-01 10:26:26,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:26,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:27,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:27,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:27,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:27,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:27,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:27,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:27,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:27,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:28,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:28,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:28,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:28,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:28,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:28,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:28,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:29,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:29,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:29,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:29,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:31,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:35,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 10:26:35,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:26:35,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:26:35,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:26:36,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:26:37,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:26:37,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:26:37,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:26:38,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:26:39,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:26:39,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:26:41,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:26:41,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:26:46,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:26:47,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:26:56,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:27:00,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:27:10,4672,SANSDFIR,SANS-SIFT,0xe7c86
2018-12-01 15:27:11,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:27:11,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:27:14,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:27:19,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:27:27,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:27:31,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:27:49,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:27:49,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:28:11,4672,SANSDFIR,SANS-SIFT,0x149345
2018-12-01 15:28:17,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:28:18,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:28:36,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:29:01,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:29:01,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:29:01,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:29:27,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:30:49,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:32:27,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:36:46,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:36:46,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:36:46,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:37:28,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:39:12,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:39:14,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:39:14,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:39:15,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:39:15,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 15:47:28,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 16:24:20,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 16:27:24,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 16:27:24,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 16:27:24,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 16:27:24,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 16:27:26,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 16:27:29,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 16:27:35,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 16:27:35,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 16:28:03,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 17:26:42,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 17:26:42,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 17:27:11,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 17:27:12,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 17:41:24,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 17:52:02,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 19:28:29,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 21:48:25,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 23:00:54,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 23:05:48,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 23:05:48,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 23:05:48,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-01 23:05:52,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-03 00:51:40,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-03 00:51:40,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-03 00:51:40,4672,NETWORK SERVICE,NT AUTHORITY,0x3e4
2018-12-03 00:51:40,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-03 00:51:41,4672,DWM-1,Window Manager,0x12989
2018-12-03 00:51:41,4672,DWM-1,Window Manager,0x1299c
2018-12-03 00:51:41,4672,LOCAL SERVICE,NT AUTHORITY,0x3e5
2018-12-03 00:51:41,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-03 00:51:41,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-03 00:51:42,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-03 00:51:42,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-03 00:51:42,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-03 00:51:42,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-03 00:51:42,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-03 00:51:43,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-03 00:51:43,4672,SYSTEM,NT AUTHORITY,0x3e7
2018-12-03 00:51:43,4672,SYSTEM,NT AUTHORITY,0x3e7
