TimeGenerated,EventID,AccountName,AccountDomain,LogonID,SourceIP,SourcePort,ShareName
2016-10-06 22:47:30,5140,WIN-WFBHIBE5GXZ$,EXAMPLE,0x2073252,fe80::4888:72d0:4f06:d1a1,55867,\\*\SYSVOL
2016-10-06 22:49:11,5140,WIN7_64JP_02$,EXAMPLE,0x2073a5b,192.168.16.102,49661,\\*\SYSVOL
2016-10-06 22:49:18,5140,LOCAL SERVICE,NT AUTHORITY,0x3e5,fe80::4888:72d0:4f06:d1a1,55868,\\*\IPC$
2016-10-06 22:51:01,5140,WIN7_64JP_02$,EXAMPLE,0x20740af,192.168.16.102,49664,\\*\IPC$
2016-10-06 22:52:34,5140,WIN-WFBHIBE5GXZ$,EXAMPLE,0x207441e,fe80::4888:72d0:4f06:d1a1,55876,\\*\IPC$
2016-10-06 22:52:34,5140,WIN-WFBHIBE5GXZ$,EXAMPLE,0x207441e,fe80::4888:72d0:4f06:d1a1,55876,\\*\SYSVOL
2016-10-06 22:53:57,5140,WIN7_64JP_01$,EXAMPLE,0x2074745,192.168.16.101,50337,\\*\IPC$
2016-10-06 22:54:06,5140,WIN-WFBHIBE5GXZ$,EXAMPLE,0x207478e,fe80::4888:72d0:4f06:d1a1,55879,\\*\SYSVOL
2016-10-06 22:57:38,5140,WIN-WFBHIBE5GXZ$,EXAMPLE,0x2074e72,fe80::4888:72d0:4f06:d1a1,55885,\\*\SYSVOL
2016-10-06 23:00:57,5140,WIN7_64JP_03$,EXAMPLE,0x20755b2,192.168.16.103,49512,\\*\IPC$
