TimeGenerated,EventID,ProviderName,Code,ProcessID,ProviderPath
2021-08-28 15:21:26,5857,UserProfileProvider,0x0,5244,%systemroot%\system32\profprov.dll
2021-08-28 15:22:45,5857,CIMWin32a,0x0,5244,%systemroot%\system32\wbem\wmipcima.dll
2021-08-28 15:24:39,5857,WMIProv,0x0,5628,%systemroot%\system32\wbem\wmiprov.dll
2021-08-28 17:19:28,5857,CIMWin32,0x0,9584,%systemroot%\system32\wbem\cimwin32.dll
2021-08-28 17:20:35,5857,CIMWin32,0x0,9584,%systemroot%\system32\wbem\cimwin32.dll
2021-08-28 17:20:35,5857,CIMWin32a,0x0,9584,%systemroot%\system32\wbem\wmipcima.dll
2021-08-28 17:27:43,5857,CIMWin32,0x0,9872,%systemroot%\system32\wbem\cimwin32.dll
2021-08-28 20:32:10,5857,CIMWin32,0x0,12408,%systemroot%\system32\wbem\cimwin32.dll
2021-08-28 20:33:15,5857,CIMWin32,0x0,12408,%systemroot%\system32\wbem\cimwin32.dll
2021-08-28 20:37:19,5857,CIMWin32,0x0,7792,%systemroot%\system32\wbem\cimwin32.dll
2021-08-28 20:39:01,5857,CIMWin32,0x0,5964,%systemroot%\system32\wbem\cimwin32.dll
2021-08-28 20:39:02,5857,WmiPerfClass,0x0,5628,C:\Windows\System32\wbem\WmiPerfClass.dll
2021-08-28 20:43:58,5857,CIMWin32,0x0,8944,%systemroot%\system32\wbem\cimwin32.dll
2021-08-28 21:20:08,5857,CIMWin32,0x0,9808,%systemroot%\system32\wbem\cimwin32.dll
2021-08-28 21:20:13,5857,CIMWin32a,0x0,9808,%systemroot%\system32\wbem\wmipcima.dll
2021-08-28 21:48:05,5857,CIMWin32,0x0,8488,%systemroot%\system32\wbem\cimwin32.dll
2021-08-28 21:48:05,5857,CIMWin32a,0x0,8488,%systemroot%\system32\wbem\wmipcima.dll
2021-08-28 21:58:06,5857,CIMWin32,0x0,4080,%systemroot%\system32\wbem\cimwin32.dll
2021-08-28 22:59:01,5857,CIMWin32,0x0,13252,%systemroot%\system32\wbem\cimwin32.dll
2021-08-28 23:03:47,5857,CIMWin32,0x0,12164,%systemroot%\system32\wbem\cimwin32.dll
2021-08-28 23:23:59,5857,CIMWin32,0x0,11916,%systemroot%\system32\wbem\cimwin32.dll
2021-08-28 23:27:29,5857,CIMWin32,0x0,9752,%systemroot%\system32\wbem\cimwin32.dll
2021-08-28 23:27:45,5857,WMIProv,0x0,5628,%systemroot%\system32\wbem\wmiprov.dll
2021-08-28 23:32:08,5857,CIMWin32,0x0,14328,%systemroot%\system32\wbem\cimwin32.dll
2021-08-28 23:32:08,5857,CIMWin32a,0x0,14328,%systemroot%\system32\wbem\wmipcima.dll
2021-08-28 23:36:44,5857,CIMWin32,0x0,4400,%systemroot%\system32\wbem\cimwin32.dll
2021-08-28 23:37:58,5857,CIMWin32,0x0,4400,%systemroot%\system32\wbem\cimwin32.dll
2021-08-28 23:58:57,5857,CIMWin32,0x0,9696,%systemroot%\system32\wbem\cimwin32.dll
2021-08-28 23:58:57,5857,CIMWin32a,0x0,9696,%systemroot%\system32\wbem\wmipcima.dll
2021-08-28 23:59:57,5857,CIMWin32,0x0,9696,%systemroot%\system32\wbem\cimwin32.dll
2021-08-29 00:11:39,5857,CIMWin32,0x0,13760,%systemroot%\system32\wbem\cimwin32.dll
2021-08-29 00:11:39,5857,CIMWin32a,0x0,13760,%systemroot%\system32\wbem\wmipcima.dll
2021-08-29 00:38:19,5857,CIMWin32,0x0,5116,%systemroot%\system32\wbem\cimwin32.dll
2021-08-29 00:38:21,5857,MS_Power_Management_Event_Provider,0x0,5904,%systemroot%\system32\wbem\cimwin32.dll
2021-08-29 00:38:21,5857,WmiPerfClass,0x0,5904,C:\Windows\System32\wbem\WmiPerfClass.dll
2021-08-29 00:40:23,5857,CIMWin32a,0x0,5116,%systemroot%\system32\wbem\wmipcima.dll
2021-08-29 00:42:18,5857,WMIProv,0x0,5904,%systemroot%\system32\wbem\wmiprov.dll
