TimeGenerated,EventID,Username,Domain,LogonType,AuthPackage,Workstation,ProcessName,SourceIP
2019-01-06 01:59:16,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2019-01-06 01:59:16,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2019-01-06 01:59:35,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,-,-,-
2019-01-06 02:04:29,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-06 02:04:29,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-06 02:04:35,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-06 02:04:35,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-06 15:28:10,4624,SYSTEM,NT AUTHORITY,0,-,-,,-
2019-01-06 15:28:11,4624,UMFD-0,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\wininit.exe,-
2019-01-06 15:28:11,4624,UMFD-1,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2019-01-06 15:28:11,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2019-01-06 15:28:11,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2019-01-06 15:28:26,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,-,-,-
2019-01-06 20:28:30,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-06 20:28:30,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-06 20:28:38,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-06 20:28:38,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-06 23:51:34,4624,SYSTEM,NT AUTHORITY,0,-,-,,-
2019-01-06 23:51:34,4624,UMFD-0,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\wininit.exe,-
2019-01-06 23:51:34,4624,UMFD-1,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2019-01-06 23:51:34,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2019-01-06 23:51:34,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2019-01-07 04:51:43,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-07 04:51:43,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-07 04:51:49,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,-,-,-
2019-01-07 04:51:55,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-07 04:51:55,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-07 04:59:44,4624,SYSTEM,NT AUTHORITY,0,-,-,,-
2019-01-07 04:59:44,4624,UMFD-0,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\wininit.exe,-
2019-01-07 04:59:45,4624,UMFD-1,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2019-01-07 04:59:45,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2019-01-07 04:59:45,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2019-01-07 04:59:58,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,-,-,-
2019-01-07 05:00:39,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-07 05:00:39,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-07 05:00:44,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-07 05:00:44,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-08 12:27:57,4624,SYSTEM,NT AUTHORITY,0,-,-,,-
2019-01-08 12:27:57,4624,UMFD-0,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\wininit.exe,-
2019-01-08 12:27:58,4624,UMFD-1,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2019-01-08 12:27:58,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2019-01-08 12:27:58,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2019-01-08 17:28:11,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-08 17:28:11,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-08 17:28:13,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,-,-,-
2019-01-08 17:28:32,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-08 17:28:32,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-11 16:45:09,4624,SYSTEM,NT AUTHORITY,0,-,-,,-
2019-01-11 16:45:09,4624,UMFD-0,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\wininit.exe,-
2019-01-11 16:45:10,4624,UMFD-1,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2019-01-11 16:45:10,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2019-01-11 16:45:10,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2019-01-11 21:45:24,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,-,-,-
2019-01-11 21:45:26,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-11 21:45:26,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-11 21:45:34,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-11 21:45:34,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-12 00:01:08,4624,SYSTEM,NT AUTHORITY,0,-,-,,-
2019-01-12 00:01:08,4624,UMFD-0,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\wininit.exe,-
2019-01-12 00:01:08,4624,UMFD-1,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2019-01-12 00:01:09,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2019-01-12 00:01:09,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2019-01-12 05:01:23,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,-,-,-
2019-01-12 21:03:08,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-12 21:03:08,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-12 21:03:16,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2019-01-12 21:03:16,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2020-11-07 19:20:45,4624,SYSTEM,NT AUTHORITY,0,-,-,,-
2020-11-07 19:20:46,4624,UMFD-0,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\wininit.exe,-
2020-11-07 19:20:46,4624,UMFD-1,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-07 19:20:47,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-07 19:20:47,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-07 19:20:59,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,-,-,-
2020-11-07 19:21:04,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2020-11-07 19:21:04,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2020-11-07 19:21:16,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2020-11-07 19:21:16,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2020-11-07 19:23:15,4624,SYSTEM,NT AUTHORITY,0,-,-,,-
2020-11-07 19:23:15,4624,UMFD-0,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\wininit.exe,-
2020-11-07 19:23:15,4624,UMFD-1,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-07 19:23:16,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-07 19:23:16,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-07 19:23:29,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,-,-,-
2020-11-07 19:23:36,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2020-11-07 19:23:36,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2020-11-07 17:57:17,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-07 17:57:19,4624,UMFD-2,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-07 17:57:19,4624,DWM-2,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-07 17:57:19,4624,DWM-2,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-07 17:57:22,4624,SANSDFIR,SANS-SIFT,7,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,192.168.1.10
2020-11-07 17:57:22,4624,SANSDFIR,SANS-SIFT,7,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,192.168.1.10
2020-11-07 18:01:25,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-07 19:46:18,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-07 19:46:29,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-07 19:58:19,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-07 20:01:10,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-07 20:19:29,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-07 23:07:02,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-07 23:09:38,4624,SANSDFIR,SANS-SIFT,7,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,192.168.1.10
2020-11-07 23:09:38,4624,SANSDFIR,SANS-SIFT,7,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,192.168.1.10
2020-11-08 01:24:23,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-08 01:24:40,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-14 11:30:32,4624,SYSTEM,NT AUTHORITY,0,-,-,,-
2020-11-14 11:30:32,4624,UMFD-0,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\wininit.exe,-
2020-11-14 11:30:33,4624,UMFD-1,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-14 11:30:34,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-14 11:30:34,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-14 11:30:44,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,-,-,-
2020-11-14 11:32:56,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-14 11:32:57,4624,UMFD-2,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-14 11:32:58,4624,DWM-2,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-14 11:32:58,4624,DWM-2,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-14 11:33:00,4624,SANSDFIR,SANS-SIFT,10,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,192.168.1.10
2020-11-14 11:33:00,4624,SANSDFIR,SANS-SIFT,10,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,192.168.1.10
2020-11-14 11:33:39,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-14 12:55:39,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-14 12:55:41,4624,SANSDFIR,SANS-SIFT,7,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,192.168.1.10
2020-11-14 12:55:41,4624,SANSDFIR,SANS-SIFT,7,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,192.168.1.10
2020-11-14 12:57:20,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-14 12:57:32,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-14 14:40:22,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-14 15:57:34,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-14 21:46:45,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-14 21:46:48,4624,SANSDFIR,SANS-SIFT,7,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,192.168.1.10
2020-11-14 21:46:48,4624,SANSDFIR,SANS-SIFT,7,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,192.168.1.10
2020-11-14 21:46:51,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-14 23:07:33,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-15 13:49:15,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2020-11-15 13:49:15,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2020-11-15 13:50:57,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-15 13:50:59,4624,UMFD-1,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-15 13:50:59,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-15 13:50:59,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-15 13:51:04,4624,SANSDFIR,SANS-SIFT,7,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,192.168.1.10
2020-11-15 13:51:04,4624,SANSDFIR,SANS-SIFT,7,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,192.168.1.10
2020-11-15 13:51:11,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-15 14:28:53,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-15 14:28:56,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-15 15:28:30,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-15 16:38:27,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-15 17:38:29,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-15 18:40:02,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-15 20:57:51,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-15 20:57:55,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-15 21:51:26,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-15 22:16:42,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-15 23:13:50,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-16 00:48:12,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 16:07:24,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2020-11-21 16:07:24,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2020-11-21 16:10:52,4624,SYSTEM,NT AUTHORITY,0,-,-,,-
2020-11-21 16:10:52,4624,UMFD-0,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\wininit.exe,-
2020-11-21 16:10:53,4624,UMFD-1,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-21 16:10:54,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-21 16:10:54,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-21 16:11:06,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,-,-,-
2020-11-21 16:11:28,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2020-11-21 16:11:28,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2020-11-21 16:14:24,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 16:14:26,4624,UMFD-2,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-21 16:14:26,4624,DWM-2,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-21 16:14:26,4624,DWM-2,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-21 16:14:29,4624,SANSDFIR,SANS-SIFT,7,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,192.168.1.10
2020-11-21 16:14:29,4624,SANSDFIR,SANS-SIFT,7,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,192.168.1.10
2020-11-21 16:14:31,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 17:33:01,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 18:39:18,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 18:40:03,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 18:40:16,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 18:47:34,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 19:05:29,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 19:11:41,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 19:17:42,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 19:23:43,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 19:29:43,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 19:35:44,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 19:41:45,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 19:47:46,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 19:53:46,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 19:59:47,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 20:05:47,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 20:11:48,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 20:33:43,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 20:33:46,4624,SANSDFIR,SANS-SIFT,7,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,192.168.1.10
2020-11-21 20:33:46,4624,SANSDFIR,SANS-SIFT,7,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,192.168.1.10
2020-11-21 20:33:46,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 21:11:29,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 23:00:45,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-21 23:01:01,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-22 15:07:58,4624,SYSTEM,NT AUTHORITY,0,-,-,,-
2020-11-22 15:07:58,4624,UMFD-0,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\wininit.exe,-
2020-11-22 15:07:58,4624,UMFD-1,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-22 15:08:00,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-22 15:08:00,4624,DWM-1,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-22 15:08:34,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-22 15:12:28,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,-,-,-
2020-11-22 15:14:05,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-22 15:14:21,4624,UMFD-2,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-22 15:14:24,4624,DWM-2,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-22 15:14:24,4624,DWM-2,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-22 15:14:41,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2020-11-22 15:14:41,4624,SANSDFIR,SANS-SIFT,2,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,127.0.0.1
2020-11-22 15:38:34,4624,SANSDFIR,SANS-SIFT,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-22 15:38:35,4624,UMFD-2,Font Driver Host,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-22 15:38:35,4624,DWM-2,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-22 15:38:35,4624,DWM-2,Window Manager,2,Advapi  ,-,C:\Windows\System32\winlogon.exe,-
2020-11-22 15:38:37,4624,SANSDFIR,SANS-SIFT,7,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,192.168.1.10
2020-11-22 15:38:37,4624,SANSDFIR,SANS-SIFT,7,User32 ,SANS-SIFT,C:\Windows\System32\svchost.exe,192.168.1.10
2020-11-22 16:05:39,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-22 16:13:53,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-22 16:29:20,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-22 16:34:24,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
2020-11-22 16:43:45,4624,ANONYMOUS LOGON,NT AUTHORITY,3,NtLmSsp ,MEA-AHMEDK1,-,192.168.1.10
