"TimeCreated","LogonUsername","AccountDomain","LogonID","LogonType","AuthPackage","SourceWorkstation","ProcessName","SourceIP","EventID"
"8/7/2018 5:58:21 AM","SYSTEM","NT","999","5","Negotiate","-","C:\Windows\System32\services.exe","-","4624"
"8/7/2018 5:58:21 AM","SYSTEM","NT","999","5","Negotiate","-","C:\Windows\System32\services.exe","-","4624"
"8/7/2018 5:55:59 AM","SYSTEM","NT","999","5","Negotiate","-","C:\Windows\System32\services.exe","-","4624"
"8/7/2018 5:21:52 AM","BASE-RD-01$","SHIELDBASE","16316506","3","Kerberos","-","-","127.0.0.1","4624"
"8/7/2018 5:20:58 AM","BASE-RD-01$","SHIELDBASE","16250054","3","Kerberos","-","-","-","4624"
"8/7/2018 5:20:41 AM","SYSTEM","NT","999","5","Negotiate","-","C:\Windows\System32\services.exe","-","4624"
"8/7/2018 3:48:48 AM","SYSTEM","NT","999","5","Negotiate","-","C:\Windows\System32\services.exe","-","4624"
"8/7/2018 3:45:53 AM","BASE-RD-01$","SHIELDBASE","14503920","3","Kerberos","-","-","127.0.0.1","4624"
"8/7/2018 2:09:52 AM","BASE-RD-01$","SHIELDBASE","12681419","3","Kerberos","-","-","127.0.0.1","4624"
"8/7/2018 1:20:40 AM","SYSTEM","NT","999","5","Negotiate","-","C:\Windows\System32\services.exe","-","4624"
