"TimeCreated","NameSpacename","Query","EventID"
"9/2/2018 4:43:32 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/2/2018 3:43:28 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/2/2018 2:43:24 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/2/2018 1:43:20 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/2/2018 12:43:16 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/2/2018 11:43:12 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/2/2018 10:43:08 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/2/2018 9:43:04 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/2/2018 8:43:00 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/2/2018 7:42:56 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/2/2018 6:42:52 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/2/2018 5:42:48 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/2/2018 4:42:44 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/2/2018 3:42:41 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/2/2018 2:42:36 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/2/2018 1:42:33 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/2/2018 12:42:29 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/2/2018 12:30:44 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 11:42:25 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 10:42:22 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 9:42:17 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 9:35:30 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 8:42:13 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 7:42:09 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 6:42:05 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 5:42:01 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 4:41:58 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 3:41:54 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 2:41:50 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 1:41:46 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 12:47:47 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 12:41:42 PM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 11:41:37 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 10:41:33 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 9:41:30 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 8:41:26 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 7:41:22 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 6:41:18 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 5:41:13 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 4:41:10 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 3:41:05 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
"9/1/2018 3:05:42 AM","ROOT\CIMV2","SELECT * FROM Win32_ProcessStartTrace WHERE ProcessName = 'wsmprovhost.exe'","5860"
